Mark,WIND,Competitor,Nat,Venue,Date
11.78,12.0,Lukesha MORRIS,GBR,Lee Valley (GBR),2017-05-24
11.78,2.0,Hope JULMISTE,USA,"El Paso, TX (USA)",2017-05-13
11.78,0.0,Zanae FREELAND,USA,"Newark, DE (USA)",2017-05-05
11.78,6.0,Morgan BURKS-MAGEE,USA,"Waco, TX (USA)",2017-04-29
11.78,16.0,Lisa SCHORR,GER,Mannheim (GER),2011-08-13
11.78,11.0,Jhari WILLIAMS,USA,"Jacksonville, FL (USA)",2017-04-08
11.78,-6.0,Schuyler MOORE,USA,"Los Angeles, CA (USA)",2017-04-01
11.78,4.0,Margaret GAYEN,AUS,Sydney (AUS),2017-04-01
11.78,-9.0,Casey TAYLOR,USA,"Ypsilanti, MI (USA)",2009-04-18
11.78,7.0,Sandra Konadu ASIBUO,GHA,Accra (GHA),2017-03-18
11.78,20.0,Ida MENSAH,GHA,Tamale (GHA),2017-02-18
11.78,6.0,Tissanna HICKLING,JAM,Kingston (JAM),2017-02-11
11.78,20.0,Jazmine ROBERTSON,USA,"San Diego, CA (USA)",2017-04-28
11.78,11.0,Hanna-Maari LATVALA,FIN,Helsinki (FIN),2011-09-09
11.78,15.0,Olivia MAZEAU,FRA,MontÃ©limar (FRA),2016-06-11
11.78,18.0,Miho TERAI,JPN,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",2019-10-05
11.78,1.0,Brianna HAYDEN,USA,"Jacksonville, FL (USA)",2018-04-27
11.78,-3.0,Aiyanna-Brigitte STIVERNE,CAN,"Atlanta, GA (USA)",2018-04-20
11.78,5.0,Lanece CLARKE,BAH,"San Marcos, TX (USA)",2018-03-30
11.78,7.0,Ashlan BEST,CAN,"Palo Alto, CA (USA)",2018-03-30
11.78,7.0,Ogechi NWANERI,USA,"Greensboro, NC (USA)",2012-05-13
11.78,7.0,Sae MIYAZONO,JPN,"Nagaragawa Stadium, Gifu (JPN)",2019-09-13
11.78,2.0,Ky WESTBROOK,USA,"Westwood, CA (USA)",2018-04-29
11.78,10.0,Kurumi SUZUKI,JPN,Okinawa (JPN),2019-08-05
11.78,16.0,Marta MAFFIOLETTI,ITA,Bressanone (ITA),2019-07-27
11.78,13.0,Hannah WILLIAMS,GBR,Cardiff (GBR),2019-07-14
11.78,13.0,Catarina LOURENÃ‡O,POR,Vagos (POR),2019-07-06
11.78,1.0,Inola BLATTY,SUI,Nottwil (SUI),2019-06-29
11.78,0.0,Anastasiya MALYSHEVA,RUS,Saransk (RUS),2019-06-21
11.78,0.0,Anita TAVIORE,NGR,Lagos (NGR),2019-06-15
11.78,-1.0,Fuka IDOABIGAIL,JPN,Okinawa (JPN),2019-08-05
11.78,18.0,Nina BRAUN,GER,Wetzlar (GER),2019-06-15
11.78,19.0,Claudesha WATSON,USA,"Baton Rouge, LA (USA)",2018-05-05
11.78,15.0,Marine MIGNON,FRA,VÃ©nissieux (FRA),2018-05-06
11.78,5.0,Adeline GOUENON,CIV,Argentan (FRA),2018-06-03
11.78,15.0,Ameia WILSON,USA,"Albuquerque, NM (USA)",2018-06-02
11.78,19.0,Imani CLARK,USA,"Tampa, FL (USA)",2018-05-24
11.78,13.0,Teona RODGERS,USA,"Gainesville, FL (USA)",2008-04-04
11.78,15.0,Brushay WANDICK,USA,Hiroshima (JPN),2008-04-29
11.78,-5.0,Saravia RICHARDSON,USA,"Levelland, TX (USA)",2008-05-16
11.78,17.0,Octavia CATO,USA,"Lubbock, TX (USA)",2018-05-05
11.78,-3.0,Chelsea HAYES,USA,"Levelland, TX (USA)",2008-05-16
11.78,10.0,Rani ROSIUS,BEL,Deinze (BEL),2018-05-19
11.78,20.0,Nikola BENDOVÃ,CZE,Praha (CZE),2018-05-19
11.78,20.0,Coralie AMBROSINI,SUI,Zofingen (SUI),2018-05-19
11.78,17.0,Noelia MARTÃNEZ,ARG,Cochabamba (BOL),2018-05-13
11.78,10.0,Kyleeyah WHITEHEAD,USA,"Mount Berry, GA (USA)",2018-05-12
11.78,-1.0,Taylor JONES,USA,"Houston, TX (USA)",2018-05-12
11.78,3.0,Shanea CALHOUN,USA,"Tallahassee, FL (USA)",2008-05-30
11.78,2.0,Elizabeth AMOLOFO,GHA,Rheinau-Freistett (GER),2008-06-22
11.78,17.0,Monika BEJNAR,POL,"Zdzislaw Krzyszkowiak Stadium, Bydgoszcz (POL)",2008-07-01
11.78,10.0,Ã‰va KAPTUR,HUN,VeszprÃ©m (HUN),2008-07-05
11.78,-7.0,Amari BROWN,USA,"La Crosse, WI (USA)",2019-05-31
11.78,0.0,Tiana REUNDLE,USA,"Houston, TX (USA)",2019-05-30
11.78,15.0,Ndeye Sokhna DIOP,FRA,Cognac (FRA),2019-05-26
11.78,16.0,Tessa GREEN,USA,"Clovis, CA (USA)",2019-05-25
11.78,16.0,Lisa WICKHAM,TTO,Port-of-Spain (TTO),2012-04-01
11.78,17.0,Mengqian ZHANG,CHN,Zhaoqing (CHN),2012-04-14
11.78,7.0,Petra URBÃNKOVÃ,CZE,Kladno (CZE),2012-06-02
11.78,14.0,Robin REYNOLDS,USA,"Hollywood, FL (USA)",2012-04-18
11.78,15.0,Daniela PAVEZ,CHI,Santiago de Chile (CHI),2012-04-21
11.78,2.0,Tyshonda HAWKINS,USA,"Charlotte, NC (USA)",2012-04-21
11.78,0.0,Tamara PRIDGETT,USA,"Tucson, AZ (USA)",2012-04-28
11.78,1.0,Keturah WILLIAMS,USA,"Powder Springs, GA (USA)",2012-04-28
11.78,20.0,Leslie Ann MITCHELL,JAM,"Allendale, MI (USA)",2012-05-11
11.78,1.0,Raven MOORE,USA,"Madison, WI (USA)",2012-05-12
11.78,9.0,Natalie KNIGHT,USA,"Gainesville, FL (USA)",2012-04-21
11.78,3.0,Iveta MAZÃÄŒOVÃ,CZE,VyÅ¡kov (CZE),2012-06-16
11.78,4.0,Annie TAGOE,GBR,Bedford (GBR),2012-06-16
11.78,5.0,SheKara MARTIN,USA,"Greensboro, NC (USA)",2012-06-16
11.78,1.0,Olga PCHELA,RUS,Kazan (RUS),2008-07-17
11.78,15.0,Antoinette NANA DJIMOU,FRA,Albi (FRA),2008-07-24
11.78,-2.0,Grecia BOLTON,USA,"Detroit, MI (USA)",2008-07-30
11.78,10.0,Kaylyn HEATH,USA,"Greensboro, NC (USA)",2019-06-15
11.78,-8.0,Kaila JACKSON,USA,"Greensboro, NC (USA)",2019-06-13
11.78,-8.0,Sacha ALESSANDRINI,FRA,Cergy-Pontoise (FRA),2019-06-10
11.78,13.0,Elena DANIEL,ESP,Salamanca (ESP),2019-06-08
11.78,-9.0,Lakeisha OWUSU-JUNIOR,GBR,Bedford (GBR),2019-06-02
11.78,0.0,Danielle MCGIFFORD,GBR,Manchester (GBR),2019-06-01
11.78,11.0,Hannah WILLIAMS,GBR,Oordegem (BEL),2019-06-01
11.78,17.0,Hjani Chathurangani DE SILVA,SRI,Colombo (SRI),2012-11-30
11.78,5.0,Meiling XU,CHN,Tianjin (CHN),2012-09-14
11.78,4.0,Martina RIEDL,GER,Erding (GER),2012-07-07
11.78,-10.0,Anna YEGOROVA,RUS,Cheboksary (RUS),2012-07-04
11.78,14.0,Bria CARTER,USA,"Houston, TX (USA)",2012-06-21
11.78,10.0,Petra FARKAS,HUN,Miskolc (HUN),2018-06-09
11.78,17.0,LaSarah HARGROVE,USA,"Montverde, FL (USA)",2018-06-09
11.78,6.0,Lilla MCMILLAN,USA,"Clovis, CA (USA)",2012-06-02
11.78,18.0,Ami SAITO,JPN,Nagoya (JPN),2018-10-20
11.78,-2.0,Pamela NARCISSE,FRA,Cesson-SÃ©vignÃ© (FRA),2018-06-10
11.78,3.0,Jenna WRISBERG,GBR,Bedford (GBR),2018-06-16
11.78,10.0,Yekaterina SMIRNOVA,RUS,Zhukovskiy (RUS),2018-07-11
11.78,0.0,Savannah MAPALAGAMA,AUT,Klagenfurt (AUT),2018-07-21
11.78,14.0,McKenzy PIERRE-WEBSTER,CAN,Windsor (CAN),2018-07-21
11.78,17.0,Louise Ã˜STERGAARD,DEN,Odense (DEN),2018-08-25
11.78,12.0,Melissa KAY,AUS,Brisbane (AUS),2008-02-28
11.78,3.0,Sarah QUINN,IRL,Oordegem (BEL),2019-05-25
11.78,14.0,Jessica PAOLETTA,ITA,Rieti (ITA),2019-05-24
11.78,15.0,Page FAIRCLOUGH,GBR,Loughborough (GBR),2019-05-19
11.78,19.0,Amya CLARKE,SKN,"Hobbs, NM (USA)",2019-05-18
11.78,11.0,Kaylee LEWIS,USA,"Austin, TX (USA)",2019-05-11
11.78,8.0,Ingrid Carla BARROS,BRA,BraganÃ§a Paulista (BRA),2019-05-11
11.78,16.0,Barbora DVOÅ˜ÃKOVÃ,CZE,KrakÃ³w (POL),2018-07-08
11.78,11.0,Mallory PITCHFORD,USA,"Rock Hill, SC (USA)",2019-05-10
11.78,16.0,Natsumi MCGEE,USA,"Santa Barbara, CA (USA)",2019-05-10
11.78,19.0,Selieci MYLES,JAM,Kingston (JAM),2019-02-02
11.78,-11.0,B. DHANALAKSHMI,IND,Patiala (IND),2019-03-17
11.78,18.0,Kailei COLLINS,USA,"Austin, TX (USA)",2019-03-30
11.78,20.0,Justice HENDERSON,USA,"Houston, TX (USA)",2019-04-06
11.78,6.0,Camri AUSTIN,USA,"College Station, TX (USA)",2019-04-06
11.78,2.0,Takyera ROBERSON,USA,"Tallahassee, FL (USA)",2019-03-22
11.78,10.0,Ariane LINTON,USA,"Mobile, AL (USA)",2019-04-06
11.78,10.0,Shikyla WALCOTT,TTO,"San Angelo, TX (USA)",2019-04-06
11.78,17.0,Masumi AOKI,JPN,"University Stadium, Tsukuba (JPN)",2019-04-06
11.78,19.0,Macie ALLEN,USA,"Corvallis, OR (USA)",2019-04-27
11.78,20.0,Darcey KUYPERS,GBR,Bedford (GBR),2019-05-05
11.78,12.0,Tina MARTIN,USA,"Princeton, NJ (USA)",2019-05-05
11.79,15.0,Hafsatu KAMARA,USA,"Greensboro, NC (USA)",2012-05-05
11.79,13.0,Deanna HILL,USA,"Orlando, FL (USA)",2012-05-26
11.79,16.0,Pernilla NILSSON,SWE,Oslo (NOR),2012-05-24
11.79,16.0,Genesis ROMERO,VEN,Barquisimeto (VEN),2017-02-10
11.79,5.0,Alleandra WATT,USA,"Lakewood, PA (USA)",2012-05-19
11.79,1.0,Mercedes JACKSON,USA,"Princeton, NJ (USA)",2012-05-13
11.79,18.0,Analisa HUSCHLE,USA,"Lincoln, NE (USA)",2012-05-05
11.79,20.0,Kassandrea SON,USA,"San Marcos, TX (USA)",2012-05-12
11.79,10.0,ReJeana Ann MARIGNA,USA,"Mount Pleasant, MI (USA)",2012-05-12
11.79,15.0,Marlen AFFENTRANGER,SUI,Langenthal (SUI),2012-05-17
11.79,17.0,Fatoumata COLY,SEN,Nembro (ITA),2012-07-10
11.79,7.0,Anna KIEÅBASIÅƒSKA,POL,Warszawa (POL),2008-05-24
11.79,-1.0,Caitlin SARGENT-JONES,AUS,Adelaide (AUS),2012-09-25
11.79,12.0,Yekaterina FILATOVA,RUS,Cheboksary (RUS),2008-06-17
11.79,-9.0,Folake AKINYEMI,NOR,"Bislett Stadion, Oslo (NOR)",2008-06-06
11.79,3.0,Endurance OJOKOLO,NGR,Brazzaville (CGO),2008-06-01
11.79,-4.0,Denice VANCE,USA,"Tallahassee, FL (USA)",2008-05-30
11.79,3.0,Sangwan JAKSUNIN,THA,Beijing (CHN),2008-05-23
11.79,16.0,Judy JOHNSON,USA,"Clemson, SC (USA)",2008-05-17
11.79,0.0,Maria Alejandra IDROBO,COL,San Juan de los Morros (VEN),2008-05-09
11.79,16.0,Cassandra TATE,USA,"Baton Rouge, LA (USA)",2008-05-03
11.79,19.0,Zanri VAN DER MERWE,RSA,Windhoek (NAM),2012-04-28
11.79,10.0,Jovanee JARRETT,JAM,"Baton Rouge, LA (USA)",2008-04-19
11.79,10.0,Felicia PAULDING,USA,Maui (USA),2008-04-18
11.79,-16.0,Kristi CASTLIN,USA,"Atlanta, GA (USA)",2008-04-18
11.79,6.0,Alazne FURUNDARENA,ESP,Durango (ESP),2012-07-14
11.79,19.0,Bernice ROMAN,RSA,Johannesburg (RSA),2012-04-27
11.79,7.0,Kayla Anise RICHARDSON,PHI,"Mission Viejo, CA (USA)",2013-05-11
11.79,16.0,Jessica EUPHRASIA,FRA,Les Abymes (FRA),2012-04-14
11.79,20.0,Julia PHILLIPS,AUS,Perth (AUS),2017-01-20
11.79,-3.0,Leah BENTON,USA,"Tucson, AZ (USA)",2009-03-21
11.79,11.0,Odeika BENT,USA,"Atlanta, GA (USA)",2009-04-02
11.79,9.0,Ashley GILLIS,USA,"Troy, OH (USA)",2009-04-25
11.79,19.0,Seun ADIGUN,USA,"Tulsa, OK (USA)",2009-05-15
11.79,-5.0,Melissa HEWITT,JAM,"Greensboro, NC (USA)",2009-05-29
11.79,0.0,Virginia MILLER-JOHNSON,USA,Chania (GRE),2009-06-01
11.79,18.0,Jessica WENZEL,GER,Rehlingen (GER),2009-06-01
11.79,12.0,Dafne SCHIPPERS,NED,Leiden (NED),2009-06-13
11.79,7.0,Monika SZCZESNA,POL,ÅÃ³dÅº (POL),2009-06-20
11.79,-1.0,Olha DANIV-ANDREYEVA,UKR,Yalta (UKR),2009-07-22
11.79,14.0,Valentina KARNAUKHOVA,RUS,Cheboksary (RUS),2009-07-23
11.79,0.0,Yuliya GLIBKO,RUS,Cheboksary (RUS),2009-07-24
11.79,-17.0,BelÃ©n RECIO,ESP,Barcelona (ESP),2009-08-01
11.79,3.0,Kelsey BERRYMAN,NZL,Wellington (NZL),2017-01-20
11.79,-14.0,Alicia WRENCH-DOODY,AUS,Adelaide (AUS),2012-01-28
11.79,16.0,Monique KELLY,USA,"Charlotte, NC (USA)",2012-03-17
11.79,6.0,Jacinta DOYLE,AUS,Melbourne (AUS),2012-04-14
11.79,17.0,Yee-Pui FONG,HKG,Zhaoqing (CHN),2012-04-14
11.79,20.0,Samantha EDWARDS,USA,"Norfolk, VA (USA)",2012-04-14
11.79,13.0,Jacinta BOYD,AUS,Brisbane (AUS),2009-03-07
11.79,9.0,Deandra GREER,USA,"Greensboro, NC (USA)",2013-07-25
11.79,11.0,Lucy ONYEFORO,GBR,Lee Valley (GBR),2013-06-19
11.79,14.0,Veronika PALIÄŒKOVÃ,CZE,Hradec KrÃ¡lovÃ© (CZE),2013-06-08
11.79,-42.0,Zenobia SIMS,USA,"Pueblo, CO (USA)",2012-04-14
11.79,19.0,Vivien Fanny SCHMELCZ,HUN,Budapest (HUN),2013-05-25
11.79,11.0,Breeana COLEMAN,USA,"Columbus, OH (USA)",2013-05-11
11.79,13.0,Judy EMEODI,USA,"Waco, TX (USA)",2013-04-27
11.79,-2.0,Sarah DUNMORE,USA,"Sacramento, CA (USA)",2013-04-27
11.79,12.0,Dinesha BEAN,USA,"El Paso, TX (USA)",2013-04-13
11.79,0.0,Gortia FERGUSON,BAH,"Lubbock, TX (USA)",2013-04-06
11.79,15.0,Samantha PRETORIUS,RSA,Bellville (RSA),2013-03-15
11.79,13.0,Kristin MARCUS,USA,"Gainesville, FL (USA)",2008-04-04
11.79,20.0,Gemima JOSEPH,FRA,Remire-Montjoly (FRA),2017-02-25
11.79,19.0,Ã‰lodie BARRE',FRA,Remiremont (FRA),2008-06-21
11.79,17.0,Georgia HULLS,NZL,Sydney (AUS),2017-03-27
11.79,8.0,Kemba NELSON,JAM,Kingston (JAM),2018-06-22
11.79,17.0,Olga LENSKAY YARKO,ISR,Cergy-Pontoise (FRA),2018-06-23
11.79,13.0,Charlotte JEANNE,FRA,Nivelles (BEL),2018-06-23
11.79,11.0,Giulia RIVA,ITA,Rieti (ITA),2018-07-07
11.79,10.0,Huijun LIN,CHN,Dalian (CHN),2018-08-03
11.79,19.0,Genna SETTLE,USA,"Cheney, WA (USA)",2015-05-15
11.79,3.0,Tyshonda HAWKINS,USA,"Storrs, CT (USA)",2015-05-16
11.79,5.0,Janel PATE,USA,"Murfreesboro, TN (USA)",2015-05-22
11.79,14.0,Charlotte MEBENGA,CMR,Maputo (MOZ),2011-09-11
11.79,-8.0,Deborah HUFSCHMIDT,GER,Forst (GER),2011-08-20
11.79,2.0,Micol CATTANEO,ITA,Chiasso (SUI),2011-08-20
11.79,0.0,Karene KING,IVB,Port-of-Spain (TTO),2015-05-23
11.79,-2.0,Octavious FREEMAN,USA,Ponce (PUR),2015-05-23
11.79,7.0,Min-ji KIM,KOR,Iksan (KOR),2018-10-14
11.79,16.0,Yuna MIURA,JPN,Nagoya (JPN),2018-10-20
11.79,-10.0,Kristie EDWARDS,AUS,Adelaide (AUS),2017-12-09
11.79,5.0,Hinako SATO,JPN,Matsuyama (JPN),2017-10-07
11.79,4.0,Amber ANNING,GBR,Horspath (GBR),2017-09-10
11.79,16.0,Carolina KLÃœFT,SWE,Stockholm (SWE),2010-08-31
11.79,13.0,Nina GRAMBLING,USA,"Akron, OH (USA)",2015-05-09
11.79,12.0,Anita HORVAT,SLO,Celje (SLO),2017-07-22
11.79,17.0,Chantel STENNIS,USA,"Liberty, MO (USA)",2015-05-02
11.79,9.0,Autumn HEATH,USA,"West Lafayette, IN (USA)",2015-05-02
11.79,18.0,Melinda COOKSEY,GBR,Birmingham (GBR),2008-07-11
11.79,9.0,Hiriyur Manjunath JYOTHI,IND,Bhopal (IND),2008-09-18
11.79,9.0,Anastasiya SOPRUNOVA,KAZ,Bhopal (IND),2008-09-18
11.79,20.0,Jodie HENRY,AUS,Perth (AUS),2008-11-15
11.79,12.0,Mai FUKUDA,JPN,Fukuroi (JPN),2015-10-31
11.79,-16.0,Aleksandra TARASOVA,RUS,Cheboksary (RUS),2015-08-03
11.79,5.0,Nooralotta NEZIRI,FIN,Pori (FIN),2015-08-01
11.79,16.0,Hope GLENN,USA,"Jacksonville, FL (USA)",2015-07-31
11.79,19.0,Carina PÃ–LZL,AUT,Eskilstuna (SWE),2015-07-16
11.79,0.0,Katrin FEHM,GER,"Pascual Guerrero, Cali (COL)",2015-07-16
11.79,14.0,Klaudia ADAMEK,POL,Bydgoszcz (POL),2015-06-14
11.79,10.0,Martina FAVARETTO,ITA,Rieti (ITA),2015-06-12
11.79,15.0,Shanice WILLIAMS,CAN,Toronto (CAN),2015-06-05
11.79,19.0,Elizabeth JENKINS,AUS,Canberra (AUS),2015-02-07
11.79,17.0,Tope WILLIAMS,USA,"Albuquerque, NM (USA)",2015-04-04
11.79,2.0,Breanna TATE,USA,"Starkville, MS (USA)",2015-04-10
11.79,2.0,Mystique THOMPSON,USA,"Walnut, CA (USA)",2015-04-17
11.79,19.0,Tessa VAN SCHAGEN,NED,"Clermont, FL (USA)",2015-04-18
11.79,-1.0,Lettia WILSON,USA,"Laramie, WY (USA)",2015-05-01
11.79,5.0,Diamond THOMAS,USA,"Boise, ID (USA)",2015-05-02
11.79,-3.0,Shayna YON,USA,"Lafayette, LA (USA)",2017-03-18
11.79,13.0,Akari IGOSHI,JPN,Sapporo (JPN),2017-07-09
11.79,2.0,Martyna KOTWIÅA,POL,ToruÅ„ (POL),2017-07-07
11.79,13.0,Monique DELL,NZL,Eton (GBR),2010-07-31
11.79,6.0,Anja WURM,GER,Braunschweig (GER),2010-07-17
11.79,11.0,Giorgia CANDIANI,SUI,Nembro (ITA),2010-07-06
11.79,14.0,PavlÃ­na HUMPOLÃKOVÃ,CZE,Pardubice (CZE),2010-07-03
11.79,8.0,Iryna SHTANHYEYEVA,UKR,Donetsk (UKR),2010-07-01
11.79,9.0,Viktoriya KASHEYEVA,UKR,Donetsk (UKR),2010-07-01
11.79,11.0,Lucienne M'BELU,FRA,Conflans-ste-Honorine (FRA),2010-06-26
11.79,0.0,Rebekka HAASE,GER,Chemnitz (GER),2010-06-20
11.79,1.0,Kyle COBBS-MARCUS,USA,"Montevallo, AL (USA)",2017-04-20
11.79,4.0,Shermaine WILLIAMS,JAM,"Charlotte, NC (USA)",2010-05-27
11.79,4.0,Anisleidis LUIS,CUB,La Habana (CUB),2010-05-21
11.79,4.0,Robin REYNOLDS,USA,"Winter Park, FL (USA)",2010-05-07
11.79,11.0,Tanika LIBURD,SKN,"Houston, TX (USA)",2010-04-24
11.79,16.0,Noelle MONTCALM,CAN,"Hillsdale, MI (USA)",2010-04-24
11.79,-3.0,Mandela GRAVES-FULGHAM,USA,"Storrs, CT (USA)",2010-04-17
11.79,-19.0,Brianna FRAZIER,USA,"Jacksonville, FL (USA)",2010-03-20
11.79,14.0,Jessica KNOX,AUS,Brisbane (AUS),2008-02-28
11.79,-23.0,Ashley COLLIER,USA,"Columbus, OH (USA)",2008-06-20
11.79,-29.0,Shanice ELLIOT,SKN,Willemstad (AHO),2017-04-15
11.79,11.0,Regine WILLIAMS,USA,"Norfolk, VA (USA)",2010-08-04
11.79,-1.0,Doriane KOUAKOU,CIV,Albi (FRA),2017-07-08
11.79,-13.0,Mariya SERKOVA,RUS,Saransk (RUS),2010-08-12
11.79,18.0,Juanita MAINOO,USA,"Lubbock, TX (USA)",2017-04-28
11.79,14.0,Celina LEFFLER,GER,Wetzlar (GER),2017-07-01
11.79,11.0,Beauty SOMUAH,GER,Schweinfurt (GER),2017-06-24
11.79,14.0,AnasztÃ¡zia NGUYEN,HUN,Tel Aviv (ISR),2017-06-24
11.79,-1.0,Tassaporn WANNAKIT,THA,Songkhla (THA),2017-06-22
11.79,7.0,Torema THOMPSON,GBR,Lee Valley (GBR),2017-06-21
11.79,4.0,Marina MAKSIMOVA,RUS,Saransk (RUS),2017-06-20
11.79,14.0,Tami Å ÄŒANÄŒAR,SLO,Maribor (SLO),2017-06-14
11.79,18.0,Hannah WILLIAMS,GBR,Cardiff (GBR),2017-06-10
11.79,20.0,Hikaru WATANABE,JPN,Hiratsuka (JPN),2017-06-10
11.79,-1.0,Sandra GOMIS,FRA,GenÃ¨ve (SUI),2017-06-10
11.79,19.0,Adelly OLIVEIRA SANTOS,BRA,Londrina (BRA),2010-08-21
11.79,14.0,KateÅ™ina VÃVROVÃ,CZE,TÅ™inec (CZE),2017-06-10
11.79,5.0,Imani NAVE,USA,"New Orleans, LA (USA)",2017-05-14
11.79,16.0,Ebony COLLINS,USA,"New Orleans, LA (USA)",2017-05-13
11.79,11.0,Kerisha GOODE,USA,"Birmingham, AL (USA)",2017-05-12
11.79,11.0,Jazmine GOODEN,USA,"Birmingham, AL (USA)",2017-05-12
11.79,0.0,Kennedy KING,USA,"Newark, DE (USA)",2017-05-05
11.79,4.0,Kaysha LOVE,USA,"Irvine, CA (USA)",2017-04-29
11.79,18.0,Talajah MURRELL,USA,"Lubbock, TX (USA)",2017-04-28
11.79,18.0,Tajah WALSTON,USA,"Durham, NC (USA)",2017-04-21
11.79,2.0,Laura WHALER,AUS,Gold Coast (AUS),2008-03-16
11.79,10.0,Jessica THORNTON,AUS,Sydney (AUS),2014-02-08
11.79,-6.0,Anastasiya SOKOLOVA,RUS,Smolensk (RUS),2018-05-29
11.79,0.0,Sydney HAWKINS,USA,"Somerset, NJ (USA)",2018-06-02
11.79,-6.0,Chao DING,CHN,Guiyang (CHN),2018-06-15
11.79,13.0,Alana REID,JAM,Spanish Town (JAM),2019-02-26
11.79,-5.0,Antquinita REED,USA,"Murfreesboro, TN (USA)",2011-05-15
11.79,18.0,Shauna THOMPSON,GBR,Manchester (GBR),2011-05-15
11.79,10.0,Gortia FERGUSON,BAH,"Hutchinson, KS (USA)",2011-05-20
11.79,10.0,Janin LINDENBERG,GER,Weinheim (GER),2011-05-28
11.79,10.0,Nelly BANCO,FRA,Marseille (FRA),2011-06-04
11.79,4.0,Alazne FURUNDARENA,ESP,Ordizia (ESP),2011-06-04
11.79,16.0,Yekaterina RYBACHENOK,RUS,Yerino (RUS),2011-06-24
11.79,-17.0,Gloria DIOGO,STP,CÃ¡ceres (ESP),2011-06-29
11.79,20.0,Comfort ONYALI,NGR,Vitoria (ESP),2011-07-02
11.79,-3.0,Olesya SOLDATOVA,RUS,"Slava Metreveli Stadium, Sochi (RUS)",2020-09-19
11.79,17.0,Olamide SOKUNBI,USA,"Athens, GA (USA)",2018-05-05
11.79,-3.0,Natalia POHREBNIAK,RUS,"Slava Metreveli Stadium, Sochi (RUS)",2020-09-19
11.79,0.0,Leonie KLUWIG,GER,"Paul Greifzu Stadion, Dessau (GER)",2020-09-08
11.79,11.0,Arisa KIMISHIMA,JPN,"Prefectural Stadium, Fukui (JPN)",2020-08-29
11.79,2.0,Aiyanna-Brigitte STIVERNE,CAN,"Bolles HS Track, Jacksonville, FL (USA)",2020-08-16
11.79,5.0,Johana KAISEROVÃ,CZE,"AtletickÃ½ stadion mÄ›sta PlznÄ›, PlzeÅˆ (CZE)",2020-08-08
11.79,14.0,Molly SCOTT,IRL,"Stadio Giuseppe Grezar, Trieste (ITA)",2020-08-01
11.79,17.0,Linn OPPEGAARD,NOR,"Bislett Stadion, Oslo (NOR)",2020-07-15
11.79,7.0,Nadja ZURLINDEN,SUI,"Stade Bouleyres, Bulle (SUI)",2020-07-11
11.79,18.0,Liling CHANG,TPE,New Taipei City (TPE),2020-03-11
11.79,20.0,De'aria SMITH,USA,"Traz Powell Stadium, Tampa, FL (USA)",2020-03-10
11.79,0.0,Leah BERTRAND,TTO,"Hasely Crawford Stadium, Port-of-Spain (TTO)",2020-03-07
11.79,17.0,Atena RAYSON,JAM,"GC Foster College, Spanish Town (JAM)",2020-02-19
11.79,8.0,Sydney MILANI,USA,"Greensboro, NC (USA)",2018-06-16
11.79,9.0,Neele SCHUTEN,GER,Rhede (GER),2018-06-16
11.79,-3.0,Synthia OGUAMA,GER,Paderborn (GER),2018-06-16
11.79,7.0,Emma PIFFARETTI,SUI,"Stadion SchÃ¼tzenmatte, Basel (SUI)",2020-09-11
11.79,13.0,Sayaka ADACHI,JPN,Hiroshima (JPN),2018-04-29
11.79,10.0,Shelby SMITH,USA,"Natchitoches, LA (USA)",2018-04-28
11.79,17.0,Angel AMADI,USA,"Louisville, KY (USA)",2018-04-28
11.79,11.0,Maya TAKEUCHI,JPN,"Prefectural Kasamatsu Stadium, Hitachinaka (JPN)",2019-10-05
11.79,10.0,Asha RUTH,USA,Cork City (IRL),2019-08-14
11.79,0.0,Nerea BERMEJO,ESP,Pamplona (ESP),2019-07-30
11.79,15.0,Esther OKON,NGR,Kaduna (NGR),2019-07-25
11.79,6.0,Akaysha ELLIS,GBR,Birmingham (GBR),2019-07-13
11.79,12.0,Stephanie BENDRAT,AUT,Paderborn (GER),2019-07-13
11.79,5.0,Monika WEIGERTOVÃ,SVK,Kladno (CZE),2019-07-13
11.79,5.0,Iza OBAL,SLO,Novo Mesto (SLO),2019-06-22
11.79,17.0,Astrid Mangen INGERBRITSEN,NOR,BÃ¦rum (NOR),2019-06-16
11.79,9.0,Rosalynd HOLLINGSWORTH,USA,"Greensboro, NC (USA)",2019-06-15
11.79,16.0,Lilly KADEN,GER,Rehlingen (GER),2019-06-09
11.79,10.0,Hannah KELLY,GBR,Manchester (GBR),2019-06-01
11.79,10.0,Leonie ASHMEADE,GBR,Manchester (GBR),2019-06-01
11.79,9.0,Shalah SMILING,USA,"Jacksonville, FL (USA)",2019-05-11
11.79,10.0,J'Liyah MILES,USA,"San Diego, CA (USA)",2019-05-04
11.79,0.0,Caitlin SARGENT-JONES,AUS,Brisbane (AUS),2014-01-11
11.79,8.0,Deja KEYS,USA,"Natchitoches, LA (USA)",2019-05-04
11.79,4.0,Gregoria GOMEZ,COL,MedellÃ­n (COL),2018-04-28
11.79,14.0,Tamea MCKELVY,USA,"Baton Rouge, LA (USA)",2018-04-21
11.79,9.0,Chinque THOMPSON,CAN,"Storrs, CT (USA)",2018-04-14
11.79,-1.0,Kierra DAVIS,USA,"Fullerton, CA (USA)",2018-03-31
